Id,Probability
498,0.116342865
499,0.54966944
500,0.12913914
501,0.14277405
502,0.11611092
503,0.25768086
504,0.12792292
505,0.09301594
506,0.63115877
507,0.35947907
508,0.042751607
509,0.056478854
510,0.21536754
511,0.15801433
512,0.88319653
513,0.43662813
514,0.21542363
515,0.17899765
516,0.8397885
517,0.08836745
518,0.12625901
519,0.05618253
520,0.16251224
521,0.08474889
522,0.07975431
523,0.60808164
524,0.32175976
525,0.48678216
526,0.953827
527,0.6698263
528,0.102803364
529,0.7910842
530,0.18829015
531,0.08651819
532,0.065804765
533,0.1429027
534,0.03188478
535,0.13358438
536,0.05079846
537,0.1673492
538,0.37010345
539,0.19125368
540,0.10104909
541,0.17551374
542,0.27544394
543,0.48838475
544,0.6295347
545,0.1629989
546,0.103297755
547,0.41908416
548,0.056976207
549,0.052370857
550,0.7225688
551,0.8189724
552,0.636934
553,0.12825018
554,0.09658243
555,0.72768146
556,0.22919273
557,0.24094613
558,0.22456871
559,0.61452836
560,0.25525254
561,0.05104982
562,0.14367129
563,0.59833103
564,0.40039024
565,0.5623942
566,0.11786997
567,0.062064957
568,0.19335689
569,0.92595893
570,0.36773372
571,0.71377987
572,0.20174961
573,0.15185134
574,0.52162445
575,0.48569313
576,0.05512009
577,0.37378332
578,0.088694565
579,0.7199157
580,0.068125844
581,0.07140786
582,0.14643228
583,0.08005169
584,0.21002726
585,0.32285574
586,0.07709349
587,0.12837003
588,0.5244084
589,0.1376602
590,0.18103147
591,0.72951883
592,0.07960953
593,0.16584864
594,0.17387788
595,0.74037606
596,0.28144586
597,0.13092956
598,0.34366086
599,0.33606848
600,0.086301774
601,0.13315113
602,0.33355406
603,0.14535713
604,0.09350439
605,0.567976
606,0.0857549
607,0.4868302
608,0.21795039
609,0.8195136
610,0.22407745
611,0.38220897
612,0.052114457
613,0.08517697
614,0.3232382
615,0.1899912
616,0.056625333
617,0.6026177
618,0.08493053
619,0.21166612
620,0.19568923
621,0.048584018
622,0.33975792
623,0.27131942
624,0.25802258
625,0.4773337
626,0.94461095
627,0.5365296
628,0.13978462
629,0.10691706
630,0.6781905
631,0.08292633
632,0.19760442
633,0.043103866
634,0.36358997
635,0.5645632
636,0.03582821
637,0.09126347
638,0.16298643
639,0.4318698
640,0.06841264
641,0.09896916
642,0.8984079
643,0.65539277
644,0.9303392
645,0.45805848
646,0.8852122
647,0.18574615
648,0.5432013
649,0.062220532
650,0.15722409
651,0.8507541
652,0.1391149
653,0.46903294
654,0.97762555
655,0.10636709
656,0.3203902
657,0.19066983
658,0.13731997
659,0.5746072
660,0.6921184
661,0.28060326
662,0.8083017
663,0.6362855
664,0.6897546
665,0.9164755
666,0.04084577
667,0.15394257
668,0.5300619
669,0.9265807
670,0.24267974
671,0.07851181
672,0.5832412
673,0.28824827
674,0.0473326
675,0.95853984
676,0.7473952
677,0.2033261
678,0.21407965
679,0.2446555
680,0.74889433
681,0.34272376
682,0.10569144
683,0.35581434
684,0.19024472
685,0.54996705
686,0.06064755
687,0.064354904
688,0.095023446
689,0.5951326
690,0.15013064
691,0.41332382
692,0.9218411
693,0.2621834
694,0.21812625
695,0.27911326
696,0.14865705
697,0.05516552
698,0.34392282
699,0.8316886
700,0.08398443
701,0.07158196
702,0.67517436
703,0.53441
704,0.9151376
705,0.23361987
706,0.09946799
707,0.31458995
708,0.11251984
709,0.24573839
710,0.10082442
711,0.419104
712,0.7690068
713,0.22380823
714,0.14015226
715,0.15628763
716,0.9478515
717,0.07506105
718,0.42610803
719,0.21806768
720,0.059550736
721,0.06383085
722,0.13022804
723,0.45326266
724,0.07993516
725,0.8126079
726,0.24149425
727,0.14271356
728,0.3476236
729,0.47934026
730,0.9485952
731,0.28022215
732,0.38518336
733,0.06272658
734,0.12141884
735,0.51449573
736,0.31290177
737,0.32099906
738,0.4373391
739,0.13725068
740,0.07062714
741,0.13059767
742,0.11534634
743,0.45577845
744,0.17307167
745,0.13840638
746,0.38283253
747,0.09225085
748,0.37410843
749,0.26168522
750,0.5133066
751,0.78239083
752,0.057245936
753,0.1240147
754,0.038930506
755,0.27322784
756,0.1258953
757,0.3118924
758,0.2280698
759,0.07290398
760,0.13170928
761,0.110104464
762,0.46111923
763,0.5874234
764,0.06883723
765,0.18794638
766,0.41844139
767,0.06879528
768,0.48585233
769,0.14517508
770,0.70001143
771,0.10414602
772,0.7363239
773,0.59440386
774,0.07710521
775,0.4151423
776,0.11070545
777,0.6498509
778,0.097660944
779,0.15516609
780,0.9121425
781,0.4285085
782,0.26641342
783,0.1868657
784,0.44170263
785,0.18891937
786,0.5514432
787,0.3562246
788,0.3036739
789,0.60336536
790,0.7765598
791,0.2883826
792,0.90114033
793,0.5052145
794,0.24061823
795,0.8506316
796,0.07173138
797,0.5347138
798,0.16034071
799,0.8970083
800,0.24149308
801,0.16043003
802,0.10002372
803,0.46103534
804,0.1541629
805,0.8095582
806,0.19261965
807,0.07697769
808,0.35198402
809,0.28159773
810,0.35869706
811,0.68533206
812,0.21475719
813,0.30582872
814,0.13490139
815,0.68356234
816,0.34156954
817,0.040864684
818,0.21878232
819,0.06880756
820,0.43003252
821,0.124482945
822,0.8379698
823,0.096870914
824,0.11711658
825,0.16957107
826,0.1784207
827,0.35709503
828,0.1800293
829,0.15488727
830,0.18153805
831,0.75576603
832,0.23967078
833,0.82650864
834,0.10640575
835,0.36852798
836,0.25960982
837,0.66961783
838,0.18455064
839,0.58691293
840,0.9391996
841,0.7697464
842,0.49337915
843,0.7185534
844,0.43343225
845,0.9764847
846,0.9383707
847,0.1446688
848,0.08719888
849,0.8195007
850,0.29781905
851,0.2820406
852,0.31721264
853,0.5361419
854,0.16386105
855,0.051088933
856,0.18696137
857,0.28917757
858,0.37003633
859,0.038266946
860,0.3532746
861,0.8659507
862,0.030507255
863,0.07836477
864,0.10446458
865,0.12584408
866,0.07481999
867,0.05669965
868,0.47799334
869,0.34848613
870,0.05764295
871,0.14988726
872,0.29292312
873,0.07659621
874,0.051316813
875,0.061769977
876,0.36910686
877,0.201248
878,0.26501074
879,0.044738058
880,0.31736833
881,0.13061452
882,0.4463777
883,0.4813054
884,0.27958718
885,0.049816668
886,0.17473747
887,0.40851372
888,0.9719915
889,0.26169252
890,0.34162965
891,0.10035024
892,0.08534
893,0.8808624
894,0.97158897
895,0.21123944
896,0.18022524
897,0.13928148
898,0.068096586
899,0.24191186
900,0.064589575
901,0.3513204
902,0.32700396
903,0.13241257
904,0.072568834
905,0.0752016
906,0.16464709
907,0.52534986
908,0.72748893
909,0.48347008
910,0.1777331
911,0.27437857
912,0.47805625
913,0.051556055
914,0.1562221
915,0.4053056
916,0.16283685
917,0.29167694
918,0.08658753
919,0.20172298
920,0.26293516
921,0.4219
922,0.5915065
923,0.61189383
924,0.27242655
925,0.094213426
926,0.6226049
927,0.42864707
928,0.2270188
929,0.3816749
930,0.8844391
931,0.53165525
932,0.20378876
933,0.23458433
934,0.25807992
935,0.037373487
936,0.040125925
937,0.079658315
938,0.16724087
939,0.50846916
940,0.052637726
941,0.49647075
942,0.04041345
943,0.42946485
944,0.7538479
945,0.14096096
946,0.09154272
947,0.41630444
948,0.17600748
949,0.17336582
950,0.10172825
951,0.04921477
952,0.66322416
953,0.52940494
954,0.07407839
955,0.67199934
956,0.3991442
957,0.12510264
958,0.27568296
959,0.19257954
960,0.13947651
961,0.14350337
962,0.07100504
963,0.07134676
964,0.20860359
965,0.31475666
966,0.34438062
967,0.4119375
968,0.34121132
969,0.9466771
970,0.7081374
971,0.08541134
972,0.89121807
973,0.13321939
974,0.63771355
975,0.08058707
976,0.27322465
977,0.54408
978,0.23799466
979,0.4752162
980,0.9680655
981,0.07104392
982,0.098352
983,0.11518021
984,0.06422653
985,0.26967454
986,0.85264164
987,0.057953622
988,0.1353357
989,0.21003571
990,0.15300928
991,0.31750903
992,0.042367548
993,0.07411053
994,0.3766008
995,0.06229825
996,0.93247217
997,0.0835039
998,0.24662746
999,0.18899633
1000,0.11434391
1001,0.04184618
1002,0.45631325
1003,0.21637072
1004,0.19101925
1005,0.47422126
1006,0.14805229
1007,0.28323278
1008,0.08272057
1009,0.1057274
1010,0.100843854
1011,0.16165578
1012,0.14502545
1013,0.26656243
1014,0.4673062
1015,0.20235081
1016,0.68774515
1017,0.064473696
1018,0.8000372
1019,0.24654359
1020,0.040200494
1021,0.22942717
1022,0.4787579
1023,0.16636482
1024,0.8568736
1025,0.21330781
1026,0.07031851
1027,0.2184664
1028,0.11353548
1029,0.042155586
1030,0.10603985
1031,0.091719754
1032,0.29770502
1033,0.13977855
1034,0.19043249
1035,0.05395562
1036,0.09338575
1037,0.12816577
1038,0.07100884
1039,0.13207626
1040,0.04553733
1041,0.66837966
1042,0.8880481
1043,0.094767
1044,0.32702103
1045,0.2001284
1046,0.12881787
1047,0.088752605
1048,0.21077731
1049,0.10089465
1050,0.121766
1051,0.2003582
1052,0.3651481
1053,0.75169474
1054,0.062817335
1055,0.576321
1056,0.056058913
1057,0.044747666
1058,0.21133973
1059,0.56608146
1060,0.42360228
1061,0.5069661
1062,0.35426322
1063,0.1458488
1064,0.23708184
1065,0.6275337
1066,0.2975771
1067,0.23816122
1068,0.045932733
1069,0.1353631
1070,0.16436501
1071,0.1025723
1072,0.52735597
1073,0.9401596
1074,0.18130915
1075,0.21880694
1076,0.36794117
1077,0.32096833
1078,0.097425744
1079,0.8046595
1080,0.31744975
1081,0.27404648
1082,0.65663975
1083,0.2101392
1084,0.4885568
1085,0.2398415
1086,0.13098177
1087,0.2725486
1088,0.45551246
1089,0.88995755
1090,0.13335396
1091,0.07966934
1092,0.060154725
1093,0.50443363
1094,0.12206802
1095,0.8219826
1096,0.47810584
1097,0.34768823
1098,0.8220258
1099,0.625871
1100,0.46866444
1101,0.22618124
1102,0.09919369
1103,0.29251182
1104,0.08585248
1105,0.35494566
1106,0.3472428
1107,0.20332618
1108,0.7363269
1109,0.4872599
1110,0.21989627
1111,0.1544768
1112,0.10316144
1113,0.17581923
1114,0.17063913
1115,0.14384258
1116,0.111361995
1117,0.4617336
1118,0.87131464
1119,0.0714838
1120,0.28039244
1121,0.29850513
1122,0.07820406
1123,0.1460904
1124,0.6633802
1125,0.2200898
1126,0.62259156
1127,0.22030102
1128,0.9148758
1129,0.18750149
1130,0.19215426
1131,0.17374134
1132,0.9092933
1133,0.21476004
1134,0.5350388
1135,0.78223795
1136,0.43747917
1137,0.06998955
1138,0.13391574
1139,0.19620621
1140,0.119491
1141,0.14044906
1142,0.08310952
1143,0.67240137
1144,0.8055629
1145,0.31884053
1146,0.35533533
1147,0.52641547
1148,0.21358275
1149,0.27343863
1150,0.14210624
1151,0.2054489
1152,0.746244
1153,0.04560415
1154,0.16146803
1155,0.57339764
1156,0.14607897
1157,0.96591985
1158,0.9613289
1159,0.4992821
1160,0.069513075
1161,0.8359844
1162,0.37146834
1163,0.38776734
1164,0.39696705
1165,0.34445757
1166,0.2791511
1167,0.743365
1168,0.11298434
1169,0.19878012
1170,0.21258199
1171,0.9068395
1172,0.1772565
1173,0.18544503
1174,0.17205654
1175,0.43947873
1176,0.9293449
1177,0.9107143
1178,0.773306
1179,0.23337151
1180,0.70115167
1181,0.92641366
1182,0.28006315
1183,0.4851951
1184,0.7761358
1185,0.4656206
1186,0.6889187
1187,0.5389137
1188,0.95544094
1189,0.47544166
1190,0.0698258
1191,0.9229458
1192,0.051414963
1193,0.9390153
1194,0.26539445
1195,0.64055616
1196,0.07778198
1197,0.059543483
1198,0.111596406
1199,0.64270705
1200,0.27168778
1201,0.30357537
1202,0.068631485
1203,0.045774013
1204,0.037760183
1205,0.1928913
1206,0.1549212
1207,0.9018016
1208,0.33793807
1209,0.583106
1210,0.16756287
1211,0.568944
1212,0.74111104
1213,0.03488672
1214,0.062223226
1215,0.96099555
1216,0.21091491
1217,0.5593663
1218,0.058101512
1219,0.5863932
1220,0.20270562
1221,0.41295475
1222,0.46596462
1223,0.7125492
1224,0.070158534
1225,0.5370997
1226,0.16935763
1227,0.09661103
1228,0.5331086
1229,0.79661715
1230,0.9473715
1231,0.18862505
1232,0.63274467
1233,0.26993722
1234,0.9816176
1235,0.97231156
1236,0.089523934
1237,0.5996259
1238,0.9509743
1239,0.48922625
1240,0.18909752
1241,0.059958566
1242,0.24388911
1243,0.086235285
1244,0.2919335
1245,0.3926279
1246,0.72913265
1247,0.25354913
1248,0.07829717
1249,0.6292462
1250,0.13520756
1251,0.7619567
1252,0.47702017
1253,0.09212478
1254,0.6589106
1255,0.35517207
1256,0.5682229
1257,0.1945073
1258,0.13677773
1259,0.055462107
1260,0.8420089
1261,0.2702352
1262,0.51878816
1263,0.66079235
1264,0.17736909
1265,0.04835395
1266,0.27018568
1267,0.4897764
1268,0.5337972
1269,0.27825093
1270,0.37507614
1271,0.09053218
1272,0.8176795
1273,0.75262284
1274,0.4946037
1275,0.6108754
1276,0.95735407
1277,0.23793085
1278,0.87592167
1279,0.3220604
1280,0.119871505
1281,0.8174334
1282,0.15237756
1283,0.45732838
1284,0.3822696
1285,0.121168025
1286,0.20945148
1287,0.18424177
1288,0.5465476
1289,0.25974134
1290,0.4549481
1291,0.2446929
1292,0.6552786
1293,0.33093393
1294,0.92890114
1295,0.32691017
1296,0.09268559
1297,0.32154197
1298,0.09817075
1299,0.06807444
1300,0.6044431
1301,0.24809207
1302,0.27647102
1303,0.65938646
1304,0.4617694
1305,0.075129524
1306,0.055453707
1307,0.61801434
1308,0.056742337
1309,0.32211235
1310,0.5531254
1311,0.041730247
1312,0.13906525
1313,0.6311955
1314,0.15122254
1315,0.46278718
1316,0.15799405
1317,0.9448164
1318,0.23053217
1319,0.14744303
1320,0.11710967
1321,0.072880715
1322,0.40683094
1323,0.45696494
1324,0.2979452
1325,0.38567242
1326,0.15385643
1327,0.2926352
1328,0.40575248
1329,0.7629149
1330,0.23514695
1331,0.28859958
1332,0.074338496
1333,0.3583897
1334,0.2426885
1335,0.49095044
1336,0.5032821
1337,0.09672671
1338,0.2759718
1339,0.7813284
1340,0.32329306
1341,0.17817263
1342,0.2078907
1343,0.0756979
1344,0.30328494
1345,0.14535008
1346,0.1353792
1347,0.5490972
1348,0.564957
1349,0.65742654
1350,0.17001145
1351,0.32548803
1352,0.34380075
1353,0.080548935
1354,0.13384835
1355,0.30472764
1356,0.14565526
1357,0.37265956
1358,0.10608795
1359,0.2895079
1360,0.06660636
1361,0.69670165
1362,0.069044776
1363,0.07025277
1364,0.1630259
1365,0.5092697
1366,0.06837472
1367,0.12292266
1368,0.8315513
1369,0.9591396
1370,0.109227665
1371,0.61881363
1372,0.11192416
1373,0.14981699
1374,0.521371
1375,0.6452959
1376,0.18831915
1377,0.8013657
1378,0.10775882
1379,0.22955912
1380,0.03551648
1381,0.5925557
1382,0.5315682
1383,0.27136734
1384,0.052595712
1385,0.14815365
1386,0.06924627
1387,0.29852888
1388,0.48179567
1389,0.4354128
1390,0.3070108
1391,0.2196658
1392,0.18423514
1393,0.35252085
1394,0.58601767
1395,0.38586363
1396,0.38939238
1397,0.21159047
1398,0.14547038
1399,0.69149405
1400,0.48571473
1401,0.16185576
1402,0.12829182
1403,0.1534543
1404,0.5051419
1405,0.11666994
1406,0.10664443
1407,0.4666728
1408,0.24753776
1409,0.25901756
1410,0.121182814
1411,0.08583989
1412,0.083560154
1413,0.21037473
1414,0.10243725
1415,0.15214618
1416,0.18180239
1417,0.32625127
1418,0.050382964
1419,0.90990186
1420,0.21752116
1421,0.2789374
1422,0.5620957
1423,0.038416296
1424,0.44031563
1425,0.10251925
1426,0.14651898
1427,0.20471184
1428,0.18239896
1429,0.3473962
1430,0.1749974
1431,0.6791681
1432,0.11585149
1433,0.25449803
1434,0.09412387
1435,0.12304824
1436,0.9160137
1437,0.22672737
1438,0.086575694
1439,0.24135995
1440,0.9132072
1441,0.1099883
1442,0.1397045
1443,0.05074134
1444,0.22775613
1445,0.08478257
1446,0.8492353
1447,0.64148736
1448,0.14375213
1449,0.07338216
1450,0.042975314
1451,0.6540729
1452,0.15053792
1453,0.12104111
1454,0.06984976
1455,0.32738
1456,0.76628673
1457,0.24786438
1458,0.09482557
1459,0.06556722
1460,0.2818545
1461,0.15286344
1462,0.11439051
1463,0.76787925
1464,0.04298773
1465,0.11184267
1466,0.18636
1467,0.4516049
1468,0.046674956
1469,0.63319474
1470,0.09490853
1471,0.7602493
1472,0.22184435
1473,0.11794527
1474,0.2493617
1475,0.9134421
1476,0.83512986
1477,0.30131325
1478,0.07521475
1479,0.5668231
1480,0.15872383
1481,0.11637142
1482,0.3781256
1483,0.048441727
1484,0.15554765
1485,0.91533154
1486,0.92008233
1487,0.42545155
1488,0.15648906
1489,0.48380223
1490,0.21450464
1491,0.4112551
1492,0.33456308
1493,0.20999886
1494,0.40664208
1495,0.8032247
1496,0.1568258
1497,0.0622795
1498,0.62825024
1499,0.1926655
1500,0.112820774
1501,0.65096134
1502,0.32499278
1503,0.64710563
1504,0.60482997
1505,0.044849858
1506,0.52344954
1507,0.39019135
1508,0.36149576
1509,0.32584268
1510,0.13935374
1511,0.06521586
1512,0.24097236
1513,0.21530913
1514,0.17767042
1515,0.16195923
1516,0.06853089
1517,0.75017965
1518,0.6970241
1519,0.18301432
1520,0.33116275
1521,0.4108861
1522,0.32302502
1523,0.24978329
1524,0.04605025
1525,0.38013244
1526,0.7685067
1527,0.5055378
1528,0.3889965
1529,0.28185037
1530,0.2954055
1531,0.18103606
1532,0.4520983
1533,0.7418739
1534,0.47385153
1535,0.12257977
1536,0.11925033
1537,0.9364702
1538,0.16397649
1539,0.037584793
1540,0.07935457
1541,0.8520083
1542,0.07206597
1543,0.33613628
1544,0.26287386
1545,0.086687244
1546,0.05468135
1547,0.547545
1548,0.42431813
1549,0.5064186
1550,0.13420205
1551,0.11387411
1552,0.15901634
1553,0.5442353
1554,0.2544922
1555,0.9377499
1556,0.15570417
1557,0.03188991
1558,0.93291026
1559,0.51671433
1560,0.6551866
1561,0.16021183
1562,0.11844351
1563,0.46786073
1564,0.06313167
1565,0.23269288
1566,0.2178007
1567,0.09465516
1568,0.07263778
1569,0.2242496
1570,0.8921436
1571,0.19264394
1572,0.22687873
1573,0.41394636
1574,0.0653136
1575,0.20721662
1576,0.2530722
1577,0.0593145
1578,0.17508872
1579,0.07044574
1580,0.1401349
1581,0.10123724
1582,0.095183484
1583,0.074075066
1584,0.08723234
1585,0.13687253
1586,0.75869876
1587,0.6485356
1588,0.8147264
1589,0.09782356
1590,0.06034651
1591,0.33439422
1592,0.07797132
1593,0.080714166
1594,0.76913434
1595,0.71977675
1596,0.1541726
1597,0.116242535
1598,0.11139329
1599,0.2552075
1600,0.065691
1601,0.06087541
1602,0.082525
1603,0.45427752
1604,0.110728316
1605,0.14206563
1606,0.36840034
1607,0.25738093
1608,0.33821297
1609,0.17049669
1610,0.09357844
1611,0.31514066
1612,0.6639165
1613,0.2554182
1614,0.6288145
1615,0.107056506
1616,0.9790288
1617,0.97482896
1618,0.18674628
1619,0.72163385
1620,0.91057324
1621,0.9641821
1622,0.43005985
1623,0.97503257
1624,0.42455617
1625,0.038909808
1626,0.046417605
1627,0.27096412
1628,0.13981977
1629,0.22634666
1630,0.099091604
1631,0.08317801
1632,0.8496278
1633,0.8759607
1634,0.19721702
1635,0.106799036
1636,0.38461676
1637,0.1504771
1638,0.15670532
1639,0.08453242
1640,0.34516686
1641,0.05813146
1642,0.080748886
1643,0.2353857
1644,0.24631228
1645,0.056152597
1646,0.08177951
1647,0.8401399
1648,0.6242257
1649,0.34763518
1650,0.4403786
1651,0.93633986
1652,0.08271319
1653,0.12892792
1654,0.6012766
1655,0.0711831
1656,0.060726766
1657,0.0534769
1658,0.20109993
1659,0.28640297
1660,0.9189585
1661,0.3420548
1662,0.7034924
1663,0.10417378
1664,0.53572303
1665,0.2595465
1666,0.098856285
1667,0.10960957
1668,0.7577799
1669,0.072723724
